id_transaccion,id_cliente,id_producto,tipo_transaccion,monto_bruto,impuesto_porcentaje,monto_impuesto,monto_neto,moneda,metodo_pago,canal,estado_transaccion,fecha_transaccion,hora_transaccion,codigo_autorizacion,numero_factura,id_cajero,sucursal,descuento_aplicado,comision_banco,nota
810859,1003,3403,credito,18951.76,7.41,1404.33,16602.7,USD,transferencia,sucursal,cancelada,2022-10-12,18:57:48,AUTH508926,FAC-90684,691,Sucursal_8,3753.39,137.65,Transaccion procesada correctamente ref_810859
650311,6640,2462,ajuste,9791.37,10.22,1000.68,9862.07,GTQ,cheque,sucursal,en_proceso,2023-09-16,13:45:58,AUTH988811,FAC-26718,972,Sucursal_5,929.98,188.55,Transaccion procesada correctamente ref_650311
904812,1510,4854,transferencia,3129.9,13.52,423.16,2644.23,MXN,QR,telefono,revertida,2024-01-06,03:55:18,AUTH501384,FAC-63219,490,Sucursal_7,908.83,15.72,Transaccion procesada correctamente ref_904812
879746,3527,5726,debito,27260.49,9.94,2709.69,26086.61,USD,tarjeta_credito,tienda_fisica,completada,2024-02-27,11:53:26,AUTH779885,FAC-12058,247,Sucursal_12,3883.57,264.58,Transaccion procesada correctamente ref_879746
704660,8471,7974,ajuste,44245.59,9.87,4367.04,35671.13,USD,transferencia,sucursal,en_proceso,2022-10-09,20:51:26,AUTH678866,FAC-68988,493,Sucursal_6,12941.5,371.41,Transaccion procesada correctamente ref_704660
858931,7731,9948,ajuste,11294.79,6.37,719.48,11989.09,EUR,efectivo,tienda_fisica,rechazada,2023-04-30,22:32:17,AUTH606743,FAC-58310,215,Sucursal_10,25.18,197.14,Transaccion procesada correctamente ref_858931
692458,9574,2449,venta,24081.83,10.36,2494.88,25550.19,MXN,QR,agente,revertida,2023-07-27,14:33:05,AUTH801200,FAC-20234,800,Sucursal_11,1026.52,560.68,Transaccion procesada correctamente ref_692458
334865,9399,8687,ajuste,26964.47,8.69,2343.21,24348.6,EUR,transferencia,telefono,cancelada,2024-12-31,00:30:29,AUTH403257,FAC-31955,136,Sucursal_12,4959.08,743.94,Transaccion procesada correctamente ref_334865
802382,3770,1845,credito,46144.0,11.24,5186.59,41266.98,EUR,QR,sucursal,completada,2022-05-06,20:30:37,AUTH400748,FAC-73538,184,Sucursal_3,10063.61,881.01,Transaccion procesada correctamente ref_802382
454733,1232,2827,ajuste,25284.75,12.77,3228.86,26406.01,USD,cheque,agente,pendiente,2023-07-30,08:54:16,AUTH791174,FAC-68543,478,Sucursal_13,2107.6,210.2,Transaccion procesada correctamente ref_454733
644315,3376,3525,debito,8778.21,11.74,1030.56,9186.76,MXN,transferencia,app_movil,pendiente,2024-12-16,01:21:05,AUTH792759,FAC-67695,843,Sucursal_11,622.01,83.57,Transaccion procesada correctamente ref_644315
648513,8602,7533,transferencia,8372.49,8.67,725.89,6983.91,EUR,transferencia,agente,rechazada,2023-06-26,03:03:10,AUTH345011,FAC-59781,799,Sucursal_12,2114.47,53.23,Transaccion procesada correctamente ref_648513
821673,6172,9687,credito,19509.62,3.94,768.68,17173.68,GTQ,efectivo,sucursal,revertida,2023-08-15,14:24:43,AUTH471015,FAC-66595,725,Sucursal_15,3104.62,309.59,Transaccion procesada correctamente ref_821673
834611,8554,4961,credito,32606.78,4.09,1333.62,31296.06,USD,cheque,telefono,revertida,2023-06-07,20:37:25,AUTH823809,FAC-33582,420,Sucursal_9,2644.34,817.06,Transaccion procesada correctamente ref_834611
748270,6759,4594,credito,538.79,0.13,0.7,528.51,EUR,tarjeta_debito,en_linea,completada,2024-12-11,03:43:28,AUTH124851,FAC-91185,194,Sucursal_1,10.98,8.23,Transaccion procesada correctamente ref_748270
199868,3128,7159,credito,46925.89,9.85,4622.2,39786.69,USD,efectivo,agente,pendiente,2022-09-07,22:07:05,AUTH365641,FAC-48609,578,Sucursal_11,11761.4,1349.69,Transaccion procesada correctamente ref_199868
553873,6298,5216,venta,46809.74,9.58,4484.37,38336.77,GTQ,tarjeta_debito,tienda_fisica,en_proceso,2024-05-24,22:57:42,AUTH507466,FAC-53601,161,Sucursal_5,12957.34,557.48,Transaccion procesada correctamente ref_553873
793856,9061,2776,venta,47780.73,3.97,1896.89,43362.32,MXN,tarjeta_credito,sucursal,revertida,2023-02-15,19:25:11,AUTH211410,FAC-67878,832,Sucursal_5,6315.3,826.27,Transaccion procesada correctamente ref_793856
861949,3438,1014,compra,5173.32,1.09,56.39,4342.99,MXN,tarjeta_debito,en_linea,revertida,2024-07-02,00:57:31,AUTH445852,FAC-61292,688,Sucursal_1,886.72,58.28,Transaccion procesada correctamente ref_861949
360651,7298,8898,compra,25774.0,14.1,3634.13,25614.1,EUR,tarjeta_debito,agente,cancelada,2022-05-24,17:14:00,AUTH520075,FAC-17234,747,Sucursal_11,3794.03,409.84,Transaccion procesada correctamente ref_360651
605339,3893,1644,transferencia,4542.44,8.02,364.3,3597.26,USD,tarjeta_debito,agente,en_proceso,2024-07-30,09:41:12,AUTH211954,FAC-92656,805,Sucursal_6,1309.48,31.85,Transaccion procesada correctamente ref_605339
462544,4907,9015,transferencia,24330.31,13.28,3231.07,24364.5,GTQ,cheque,agente,cancelada,2022-03-15,06:01:46,AUTH623956,FAC-79984,954,Sucursal_13,3196.88,236.89,Transaccion procesada correctamente ref_462544
795951,9570,8509,credito,22470.87,14.94,3357.15,25578.31,USD,QR,sucursal,pendiente,2022-03-29,12:07:13,AUTH175532,FAC-14833,853,Sucursal_3,249.71,143.84,Transaccion procesada correctamente ref_795951
809147,1235,3822,credito,24449.85,0.29,70.9,17866.63,GTQ,tarjeta_debito,tienda_fisica,en_proceso,2023-05-13,22:41:08,AUTH740916,FAC-32372,955,Sucursal_10,6654.12,500.23,Transaccion procesada correctamente ref_809147
772561,7983,6527,debito,3207.24,12.26,393.21,3490.59,MXN,tarjeta_debito,tienda_fisica,revertida,2023-03-28,02:51:12,AUTH703945,FAC-81550,240,Sucursal_6,109.86,63.74,Transaccion procesada correctamente ref_772561
503572,3314,7801,venta,41822.99,11.9,4976.94,37211.24,EUR,cheque,en_linea,en_proceso,2023-11-19,02:07:17,AUTH355479,FAC-86282,141,Sucursal_3,9588.69,829.23,Transaccion procesada correctamente ref_503572
255875,1118,3939,compra,5007.39,12.71,636.44,4723.81,EUR,transferencia,agente,en_proceso,2022-02-02,15:05:00,AUTH825990,FAC-26632,311,Sucursal_3,920.02,122.39,Transaccion procesada correctamente ref_255875
979789,9190,2442,credito,31994.89,7.85,2511.6,30551.62,EUR,tarjeta_debito,app_movil,completada,2022-03-19,19:11:45,AUTH684801,FAC-40885,296,Sucursal_2,3954.87,910.33,Transaccion procesada correctamente ref_979789
966582,4409,5528,compra,49330.31,14.65,7226.89,47397.73,USD,efectivo,en_linea,revertida,2024-11-05,07:29:49,AUTH984769,FAC-72182,609,Sucursal_3,9159.47,1310.62,Transaccion procesada correctamente ref_966582
685466,8424,1709,compra,7996.38,13.84,1106.7,8973.47,GTQ,cheque,en_linea,pendiente,2023-03-06,13:16:21,AUTH923648,FAC-13809,596,Sucursal_9,129.61,112.79,Transaccion procesada correctamente ref_685466
742686,6336,4769,debito,5812.09,13.43,780.56,5334.79,GTQ,tarjeta_debito,en_linea,completada,2023-10-30,13:12:47,AUTH348636,FAC-64079,990,Sucursal_4,1257.86,115.18,Transaccion procesada correctamente ref_742686
157216,8454,3917,transferencia,18782.86,3.31,621.71,16750.61,EUR,tarjeta_credito,app_movil,revertida,2024-06-11,04:13:59,AUTH303586,FAC-92840,467,Sucursal_5,2653.96,321.38,Transaccion procesada correctamente ref_157216
112210,8513,7852,venta,10118.52,1.91,193.26,8210.54,EUR,tarjeta_credito,telefono,rechazada,2022-10-07,03:54:29,AUTH264404,FAC-93623,726,Sucursal_15,2101.24,65.68,Transaccion procesada correctamente ref_112210
774652,8757,8581,devolucion,8505.07,14.55,1237.49,7561.0,GTQ,QR,app_movil,revertida,2024-12-04,15:55:13,AUTH358635,FAC-42483,435,Sucursal_7,2181.56,60.91,Transaccion procesada correctamente ref_774652
264550,8711,9261,compra,28977.56,13.38,3877.2,27710.33,MXN,cheque,app_movil,en_proceso,2022-01-11,13:02:02,AUTH949049,FAC-22844,563,Sucursal_8,5144.43,252.81,Transaccion procesada correctamente ref_264550
630126,4916,2486,compra,12033.17,8.38,1008.38,12996.7,MXN,QR,telefono,pendiente,2023-03-23,04:22:18,AUTH837468,FAC-70199,978,Sucursal_10,44.85,280.31,Transaccion procesada correctamente ref_630126
990079,7068,8607,credito,37366.86,0.37,138.26,32406.33,GTQ,QR,tienda_fisica,en_proceso,2024-04-10,05:50:55,AUTH824304,FAC-53634,643,Sucursal_1,5098.79,907.86,Transaccion procesada correctamente ref_990079
592085,6500,1898,ajuste,14836.53,11.29,1675.04,13404.56,EUR,efectivo,tienda_fisica,en_proceso,2023-03-01,21:05:39,AUTH483349,FAC-70994,733,Sucursal_1,3107.01,301.37,Transaccion procesada correctamente ref_592085
993251,9841,2860,credito,18284.9,2.63,480.89,15700.56,MXN,QR,sucursal,revertida,2023-02-24,04:21:15,AUTH319984,FAC-39548,428,Sucursal_6,3065.23,122.05,Transaccion procesada correctamente ref_993251
619920,9215,9629,debito,44897.67,7.55,3389.77,42590.88,GTQ,transferencia,agente,rechazada,2024-02-03,11:28:31,AUTH811257,FAC-79842,399,Sucursal_8,5696.56,285.62,Transaccion procesada correctamente ref_619920
